image_name,target
ISIC_0193289,0.050451
ISIC_0194115,0.017498
ISIC_0195744,0.034966
ISIC_0195995,0.015198
ISIC_0196159,0.049452
ISIC_0196622,0.015168
ISIC_0196807,0.024416
ISIC_0197182,0.013443
ISIC_0197440,0.025786
ISIC_0197860,0.032503
ISIC_0198376,0.015417
ISIC_0198622,0.016014
ISIC_0199195,0.015945
ISIC_0199718,0.014004
ISIC_0199780,0.019151
ISIC_0200120,0.176133
ISIC_0204399,0.014602
ISIC_0204875,0.015298
ISIC_0205627,0.015285
ISIC_0206261,0.017251
ISIC_0206934,0.077038
ISIC_0207197,0.034618
ISIC_0208233,0.122689
ISIC_0209640,0.015389
ISIC_0210915,0.017890
ISIC_0212435,0.015727
ISIC_0212468,0.016969
ISIC_0213848,0.017115
ISIC_0216203,0.016222
ISIC_0216447,0.238816
ISIC_0220438,0.152834
ISIC_0220466,0.017513
ISIC_0223354,0.014892
ISIC_0223463,0.045661
ISIC_0223760,0.015048
ISIC_0224309,0.025110
ISIC_0225471,0.014633
ISIC_0225894,0.019919
ISIC_0226234,0.014840
ISIC_0227767,0.013594
ISIC_0228452,0.016796
ISIC_0229266,0.016957
ISIC_0230247,0.015700
ISIC_0230499,0.029909
ISIC_0231539,0.025284
ISIC_0231788,0.014380
ISIC_0232763,0.025310
ISIC_0235107,0.017865
ISIC_0235501,0.104720
ISIC_0235505,0.025583
ISIC_0235542,0.021362
ISIC_0238185,0.015567
ISIC_0238872,0.047283
ISIC_0239635,0.018903
ISIC_0240839,0.015548
ISIC_0241566,0.051665
ISIC_0243686,0.015204
ISIC_0243937,0.017249
ISIC_0244266,0.027428
ISIC_0244465,0.016804
ISIC_0244617,0.062031
ISIC_0244885,0.017501
ISIC_0245273,0.044152
ISIC_0246008,0.016452
ISIC_0246211,0.014962
ISIC_0248702,0.016335
ISIC_0251455,0.044177
ISIC_0251656,0.021067
ISIC_0252811,0.026432
ISIC_0254594,0.012641
ISIC_0255112,0.015713
ISIC_0256267,0.014718
ISIC_0258149,0.024139
ISIC_0258489,0.017156
ISIC_0258717,0.023460
ISIC_0259209,0.182349
ISIC_0259237,0.021808
ISIC_0261866,0.016602
ISIC_0261904,0.013560
ISIC_0261907,0.015835
ISIC_0262392,0.017264
ISIC_0262492,0.017664
ISIC_0263920,0.013864
ISIC_0265011,0.015247
ISIC_0267082,0.022628
ISIC_0268025,0.018328
ISIC_0268451,0.030285
ISIC_0269476,0.015330
ISIC_0270022,0.015497
ISIC_0270367,0.022592
ISIC_0271223,0.014292
ISIC_0272190,0.019114
ISIC_0273533,0.017665
ISIC_0274458,0.041581
ISIC_0274698,0.018829
ISIC_0274789,0.236399
ISIC_0276718,0.018624
ISIC_0280382,0.014359
ISIC_0280752,0.016738
ISIC_0280782,0.077952
ISIC_0280827,0.020585
ISIC_0281227,0.021571
ISIC_0282269,0.018485
ISIC_0282486,0.018019
ISIC_0282737,0.016292
ISIC_0284147,0.013167
ISIC_0284441,0.032077
ISIC_0284485,0.018616
ISIC_0285491,0.021846
ISIC_0285697,0.022560
ISIC_0286688,0.021434
ISIC_0287132,0.015543
ISIC_0287325,0.352196
ISIC_0288225,0.014038
ISIC_0290187,0.015176
ISIC_0291705,0.016737
ISIC_0292996,0.028573
ISIC_0294150,0.050822
ISIC_0296540,0.018690
ISIC_0297539,0.022264
ISIC_0297702,0.015122
ISIC_0298417,0.033588
ISIC_0299870,0.094290
ISIC_0300002,0.015349
ISIC_0301547,0.025158
ISIC_0301769,0.014683
ISIC_0304467,0.014137
ISIC_0304666,0.015129
ISIC_0304667,0.027167
ISIC_0306094,0.016192
ISIC_0307004,0.112236
ISIC_0307411,0.014550
ISIC_0309192,0.033059
ISIC_0309503,0.029641
ISIC_0310320,0.058417
ISIC_0311235,0.118105
ISIC_0311814,0.018911
ISIC_0312717,0.013422
ISIC_0313675,0.016345
ISIC_0317285,0.018839
ISIC_0318934,0.014908
ISIC_0319131,0.014318
ISIC_0319990,0.022371
ISIC_0320662,0.016251
ISIC_0321218,0.018477
ISIC_0321906,0.027783
ISIC_0321948,0.027542
ISIC_0322514,0.027969
ISIC_0327756,0.058325
ISIC_0328346,0.015326
ISIC_0328687,0.016472
ISIC_0328823,0.014019
ISIC_0329169,0.015074
ISIC_0329910,0.018578
ISIC_0330060,0.054358
ISIC_0330886,0.026937
ISIC_0332421,0.020725
ISIC_0332456,0.047382
ISIC_0334179,0.016064
ISIC_0335244,0.026377
ISIC_0335886,0.016825
ISIC_0336093,0.046801
ISIC_0338118,0.021089
ISIC_0338587,0.015141
ISIC_0339455,0.029028
ISIC_0340198,0.017405
ISIC_0340572,0.026644
ISIC_0341315,0.026234
ISIC_0343131,0.034141
ISIC_0343283,0.106845
ISIC_0346766,0.017042
ISIC_0347157,0.026853
ISIC_0348342,0.015860
ISIC_0350347,0.017438
ISIC_0350470,0.017383
ISIC_0351156,0.109284
ISIC_0351912,0.017762
ISIC_0352620,0.018201
ISIC_0353021,0.015068
ISIC_0355377,0.017487
ISIC_0358260,0.015494
ISIC_0358623,0.018071
ISIC_0359676,0.016710
ISIC_0359720,0.018069
ISIC_0361122,0.016069
ISIC_0366488,0.025144
ISIC_0367795,0.023476
ISIC_0367988,0.099650
ISIC_0368092,0.015253
ISIC_0368696,0.018188
ISIC_0369888,0.019133
ISIC_0370322,0.017580
ISIC_0371470,0.014117
ISIC_0371907,0.017336
ISIC_0372927,0.016949
ISIC_0372955,0.017088
ISIC_0372971,0.020071
ISIC_0373723,0.017041
ISIC_0375431,0.041092
ISIC_0377642,0.019119
ISIC_0378391,0.015397
ISIC_0378668,0.018967
ISIC_0379549,0.013838
ISIC_0380224,0.015439
ISIC_0381595,0.059807
ISIC_0382931,0.034685
ISIC_0383641,0.023105
ISIC_0383780,0.013937
ISIC_0385415,0.228144
ISIC_0385463,0.027244
ISIC_0385865,0.067839
ISIC_0388802,0.018653
ISIC_0389010,0.050911
ISIC_0389392,0.016048
ISIC_0389675,0.014335
ISIC_0390209,0.015665
ISIC_0391046,0.069379
ISIC_0391777,0.014545
ISIC_0392680,0.031361
ISIC_0392931,0.014790
ISIC_0393891,0.018772
ISIC_0394533,0.022627
ISIC_0394763,0.013353
ISIC_0394802,0.032266
ISIC_0395681,0.014839
ISIC_0395885,0.015201
ISIC_0398134,0.018343
ISIC_0400652,0.013874
ISIC_0401679,0.023920
ISIC_0403198,0.015026
ISIC_0406137,0.015123
ISIC_0407054,0.014319
ISIC_0407220,0.014623
ISIC_0408372,0.015633
ISIC_0408969,0.021705
ISIC_0409388,0.015301
ISIC_0410649,0.019004
ISIC_0411243,0.016225
ISIC_0414776,0.016788
ISIC_0416431,0.017176
ISIC_0416708,0.015345
ISIC_0418978,0.015524
ISIC_0419005,0.032501
ISIC_0421107,0.014278
ISIC_0424070,0.019536
ISIC_0426960,0.015763
ISIC_0427371,0.015165
ISIC_0429551,0.016742
ISIC_0431350,0.013294
ISIC_0431499,0.038347
ISIC_0431738,0.015366
ISIC_0432133,0.024501
ISIC_0432265,0.019268
ISIC_0432894,0.024405
ISIC_0433895,0.026025
ISIC_0434253,0.016562
ISIC_0434274,0.014599
ISIC_0434285,0.013499
ISIC_0434890,0.029354
ISIC_0434920,0.015040
ISIC_0435283,0.023906
ISIC_0435396,0.013541
ISIC_0436298,0.017617
ISIC_0436727,0.019544
ISIC_0436779,0.014305
ISIC_0436884,0.021773
ISIC_0437081,0.039824
ISIC_0437384,0.012889
ISIC_0437987,0.033559
ISIC_0438584,0.043803
ISIC_0439475,0.013787
ISIC_0441244,0.020713
ISIC_0442293,0.104258
ISIC_0442567,0.082617
ISIC_0445097,0.015963
ISIC_0446097,0.078693
ISIC_0446287,0.019303
ISIC_0446447,0.024930
ISIC_0448691,0.013824
ISIC_0450552,0.020727
ISIC_0451155,0.045172
ISIC_0451665,0.037151
ISIC_0452297,0.019092
ISIC_0453555,0.035986
ISIC_0454124,0.037184
ISIC_0454916,0.014261
ISIC_0456176,0.088438
ISIC_0456797,0.013814
ISIC_0457344,0.025720
ISIC_0457384,0.014913
ISIC_0457494,0.017902
ISIC_0457530,0.029290
ISIC_0457688,0.020041
ISIC_0459718,0.015566
ISIC_0460023,0.015673
ISIC_0460170,0.066207
ISIC_0460323,0.012404
ISIC_0461615,0.029404
ISIC_0462037,0.016527
ISIC_0462120,0.024423
ISIC_0462327,0.014922
ISIC_0462336,0.015688
ISIC_0462792,0.013068
ISIC_0463800,0.026114
ISIC_0464417,0.017485
ISIC_0465975,0.016441
ISIC_0467617,0.018228
ISIC_0468644,0.019680
ISIC_0469457,0.019244
ISIC_0470465,0.045062
ISIC_0470699,0.342534
ISIC_0473489,0.014299
ISIC_0474220,0.018619
ISIC_0476927,0.015327
ISIC_0477213,0.022346
ISIC_0477217,0.014235
ISIC_0477424,0.015454
ISIC_0477793,0.039328
ISIC_0477875,0.022833
ISIC_0477986,0.015056
ISIC_0479726,0.031317
ISIC_0479755,0.019800
ISIC_0480158,0.014603
ISIC_0481105,0.986027
ISIC_0482298,0.016060
ISIC_0482617,0.014478
ISIC_0485889,0.021757
ISIC_0486436,0.015095
ISIC_0487789,0.038492
ISIC_0488846,0.019749
ISIC_0490555,0.014243
ISIC_0492058,0.017233
ISIC_0493101,0.029688
ISIC_0493429,0.049245
ISIC_0493786,0.022172
ISIC_0495167,0.018546
ISIC_0495234,0.018228
ISIC_0495887,0.097928
ISIC_0495948,0.084228
ISIC_0497721,0.020647
ISIC_0498659,0.027151
ISIC_0500319,0.018701
ISIC_0500851,0.019984
ISIC_0501199,0.038961
ISIC_0501295,0.015398
ISIC_0502032,0.015968
ISIC_0502364,0.014617
ISIC_0504453,0.048198
ISIC_0504686,0.034197
ISIC_0504935,0.016521
ISIC_0505403,0.037933
ISIC_0505447,0.019489
ISIC_0506082,0.015020
ISIC_0506198,0.019853
ISIC_0508596,0.042961
ISIC_0509538,0.014543
ISIC_0510408,0.015533
ISIC_0510439,0.014385
ISIC_0510794,0.061485
ISIC_0511981,0.038426
ISIC_0513674,0.019473
ISIC_0513808,0.022283
ISIC_0515041,0.015468
ISIC_0515737,0.043087
ISIC_0517531,0.016493
ISIC_0517673,0.017849
ISIC_0519860,0.017334
ISIC_0520611,0.087073
ISIC_0521580,0.014991
ISIC_0521689,0.014302
ISIC_0521877,0.015915
ISIC_0522569,0.030166
ISIC_0523596,0.023649
ISIC_0524466,0.084894
ISIC_0524604,0.016994
ISIC_0525213,0.014079
ISIC_0525405,0.032868
ISIC_0527588,0.019422
ISIC_0528304,0.028413
ISIC_0528945,0.019414
ISIC_0530946,0.023194
ISIC_0532813,0.016807
ISIC_0533917,0.019064
ISIC_0535264,0.223071
ISIC_0535812,0.040363
ISIC_0536393,0.015099
ISIC_0537310,0.022089
ISIC_0537430,0.049615
ISIC_0538335,0.018573
ISIC_0538391,0.131083
ISIC_0539046,0.027105
ISIC_0539432,0.582438
ISIC_0539662,0.020067
ISIC_0541206,0.016469
ISIC_0542744,0.022596
ISIC_0542899,0.019542
ISIC_0543866,0.014937
ISIC_0544482,0.025721
ISIC_0545219,0.026398
ISIC_0545222,0.032823
ISIC_0546119,0.014718
ISIC_0546506,0.097673
ISIC_0546632,0.017780
ISIC_0546682,0.020197
ISIC_0547086,0.040794
ISIC_0548182,0.042480
ISIC_0548968,0.051298
ISIC_0550777,0.019479
ISIC_0554395,0.015663
ISIC_0554507,0.030482
ISIC_0554535,0.013550
ISIC_0554819,0.046795
ISIC_0555540,0.042623
ISIC_0556297,0.014549
ISIC_0556505,0.054779
ISIC_0556568,0.015942
ISIC_0557285,0.015456
ISIC_0557595,0.014594
ISIC_0557850,0.015863
ISIC_0558458,0.015521
ISIC_0558563,0.014208
ISIC_0558899,0.035479
ISIC_0559101,0.065976
ISIC_0561202,0.085497
ISIC_0564203,0.015229
ISIC_0565070,0.030498
ISIC_0567332,0.039828
ISIC_0570796,0.057640
ISIC_0571162,0.023640
ISIC_0571336,0.024621
ISIC_0572486,0.019127
ISIC_0574930,0.015471
ISIC_0576125,0.020056
ISIC_0578316,0.014576
ISIC_0578354,0.160435
ISIC_0579350,0.014060
ISIC_0579367,0.030205
ISIC_0580265,0.023725
ISIC_0582447,0.026582
ISIC_0582531,0.045032
ISIC_0583833,0.025242
ISIC_0584197,0.101620
ISIC_0585534,0.273227
ISIC_0586493,0.015730
ISIC_0586601,0.014929
ISIC_0587024,0.037521
ISIC_0587027,0.040237
ISIC_0587527,0.032382
ISIC_0588157,0.020969
ISIC_0588162,0.019972
ISIC_0588352,0.265008
ISIC_0589061,0.029551
ISIC_0590646,0.015025
ISIC_0591142,0.133528
ISIC_0591685,0.015563
ISIC_0592225,0.024892
ISIC_0592796,0.015446
ISIC_0594374,0.016955
ISIC_0594932,0.017038
ISIC_0595682,0.013461
ISIC_0596005,0.034715
ISIC_0596499,0.014982
ISIC_0598190,0.013930
ISIC_0598769,0.035991
ISIC_0600649,0.043290
ISIC_0600710,0.014325
ISIC_0602170,0.012557
ISIC_0602633,0.216842
ISIC_0603307,0.018240
ISIC_0604055,0.018981
ISIC_0604516,0.014700
ISIC_0605259,0.027778
ISIC_0606244,0.444030
ISIC_0607037,0.017518
ISIC_0607397,0.015222
ISIC_0607473,0.013505
ISIC_0607693,0.013683
ISIC_0608042,0.025335
ISIC_0608105,0.022202
ISIC_0608330,0.014996
ISIC_0609220,0.014459
ISIC_0609770,0.014057
ISIC_0610325,0.060292
ISIC_0611293,0.014193
ISIC_0611390,0.031390
ISIC_0611822,0.018040
ISIC_0612337,0.015285
ISIC_0613199,0.015219
ISIC_0613239,0.015480
ISIC_0613293,0.015328
ISIC_0613555,0.065307
ISIC_0613748,0.024610
ISIC_0615241,0.014786
ISIC_0616900,0.016522
ISIC_0619695,0.015058
ISIC_0620316,0.016169
ISIC_0620379,0.031122
ISIC_0620581,0.013351
ISIC_0621355,0.019387
ISIC_0621919,0.013849
ISIC_0622203,0.016383
ISIC_0622461,0.014623
ISIC_0623254,0.026518
ISIC_0623493,0.031521
ISIC_0623650,0.022206
ISIC_0624194,0.014493
ISIC_0627128,0.063313
ISIC_0627467,0.021954
ISIC_0631039,0.014799
ISIC_0633018,0.098905
ISIC_0633831,0.035257
ISIC_0634161,0.022702
ISIC_0634896,0.028230
ISIC_0635396,0.014180
ISIC_0635721,0.057119
ISIC_0636920,0.016406
ISIC_0637104,0.354480
ISIC_0637231,0.019063
ISIC_0639631,0.024624
ISIC_0640439,0.025289
ISIC_0641371,0.021592
ISIC_0644758,0.012356
ISIC_0644873,0.017025
ISIC_0645560,0.029280
ISIC_0646211,0.038259
ISIC_0646723,0.015365
ISIC_0647385,0.029634
ISIC_0649394,0.032771
ISIC_0650063,0.138767
ISIC_0650090,0.017302
ISIC_0653629,0.020215
ISIC_0653693,0.013587
ISIC_0653761,0.027836
ISIC_0654120,0.019455
ISIC_0655378,0.017670
ISIC_0655512,0.023493
ISIC_0656308,0.016179
ISIC_0660782,0.131662
ISIC_0660925,0.028264
ISIC_0662288,0.025542
ISIC_0663197,0.043608
ISIC_0663707,0.014681
ISIC_0664454,0.017913
ISIC_0664524,0.015633
ISIC_0665430,0.020978
ISIC_0665521,0.014323
ISIC_0667449,0.018219
ISIC_0668855,0.078001
ISIC_0669360,0.045207
ISIC_0671119,0.042138
ISIC_0673217,0.027541
ISIC_0673441,0.058257
ISIC_0673705,0.020789
ISIC_0673777,0.013830
ISIC_0673970,0.068184
ISIC_0674308,0.030658
ISIC_0674636,0.052062
ISIC_0674769,0.016471
ISIC_0675554,0.018160
ISIC_0675743,0.014923
ISIC_0676272,0.025191
ISIC_0676443,0.032055
ISIC_0676863,0.018930
ISIC_0677660,0.014975
ISIC_0678034,0.017958
ISIC_0680997,0.030823
ISIC_0681019,0.060257
ISIC_0681410,0.035453
ISIC_0681751,0.075564
ISIC_0682057,0.034567
ISIC_0682495,0.012369
ISIC_0682907,0.013953
ISIC_0682960,0.018246
ISIC_0684256,0.025638
ISIC_0684654,0.015608
ISIC_0684862,0.023933
ISIC_0685033,0.015459
ISIC_0685067,0.029941
ISIC_0686961,0.090982
ISIC_0689307,0.016369
ISIC_0692073,0.032093
ISIC_0695000,0.026084
ISIC_0695255,0.062639
ISIC_0695851,0.014104
ISIC_0697455,0.026165
ISIC_0698209,0.033878
ISIC_0700078,0.021285
ISIC_0700201,0.014474
ISIC_0701187,0.022456
ISIC_0701649,0.017463
ISIC_0701776,0.013465
ISIC_0703440,0.017025
ISIC_0703903,0.032565
ISIC_0703979,0.013861
ISIC_0704243,0.019013
ISIC_0704245,0.013424
ISIC_0704435,0.014608
ISIC_0705764,0.016659
ISIC_0705909,0.015760
ISIC_0707036,0.032089
ISIC_0707359,0.013735
ISIC_0707819,0.014209
ISIC_0708442,0.027456
ISIC_0708867,0.012984
ISIC_0708878,0.032371
ISIC_0710840,0.028343
ISIC_0712978,0.032101
ISIC_0713157,0.013691
ISIC_0714126,0.015267
ISIC_0714540,0.014110
ISIC_0715784,0.017928
ISIC_0715864,0.018163
ISIC_0716650,0.015281
ISIC_0717635,0.022436
ISIC_0718698,0.015021
ISIC_0719763,0.012744
ISIC_0720050,0.034946
ISIC_0720319,0.015866
ISIC_0721575,0.025868
ISIC_0721927,0.021793
ISIC_0722065,0.034615
ISIC_0722323,0.014533
ISIC_0723369,0.015896
ISIC_0723819,0.019770
ISIC_0724106,0.018357
ISIC_0724784,0.024702
ISIC_0727953,0.020161
ISIC_0728055,0.043688
ISIC_0728474,0.018206
ISIC_0728977,0.014155
ISIC_0729188,0.065834
ISIC_0729365,0.023022
ISIC_0732158,0.019085
ISIC_0732261,0.015259
ISIC_0733408,0.031923
ISIC_0734038,0.025254
ISIC_0734761,0.027501
ISIC_0735344,0.027628
ISIC_0735361,0.027627
ISIC_0735507,0.018329
ISIC_0737285,0.041674
ISIC_0737596,0.053402
ISIC_0737951,0.043123
ISIC_0738067,0.027282
ISIC_0738616,0.015968
ISIC_0739064,0.015454
ISIC_0739401,0.020132
ISIC_0740997,0.122396
ISIC_0743576,0.014125
ISIC_0743739,0.029750
ISIC_0743789,0.020883
ISIC_0746818,0.090514
ISIC_0747114,0.017951
ISIC_0748291,0.015425
ISIC_0749073,0.048230
ISIC_0749202,0.015053
ISIC_0752872,0.015487
ISIC_0753499,0.017503
ISIC_0755453,0.026199
ISIC_0756977,0.027361
ISIC_0757171,0.034516
ISIC_0758024,0.016661
ISIC_0758246,0.014794
ISIC_0758568,0.021812
ISIC_0759383,0.044220
ISIC_0760154,0.027403
ISIC_0760260,0.016287
ISIC_0762091,0.016083
ISIC_0763495,0.015871
ISIC_0764739,0.044496
ISIC_0765355,0.051737
ISIC_0767812,0.015536
ISIC_0769066,0.018896
ISIC_0770095,0.014719
ISIC_0770234,0.013619
ISIC_0770508,0.078464
ISIC_0770817,0.015671
ISIC_0771788,0.032297
ISIC_0772522,0.015199
ISIC_0772578,0.087898
ISIC_0772706,0.016442
ISIC_0773190,0.017014
ISIC_0774444,0.017455
ISIC_0775579,0.023494
ISIC_0775584,0.275660
ISIC_0776524,0.016998
ISIC_0776616,0.015819
ISIC_0776803,0.022729
ISIC_0776824,0.066280
ISIC_0777077,0.051981
ISIC_0778512,0.021402
ISIC_0779258,0.014702
ISIC_0780165,0.038634
ISIC_0781571,0.044564
ISIC_0784160,0.016774
ISIC_0785830,0.016711
ISIC_0786267,0.017374
ISIC_0786322,0.058024
ISIC_0788550,0.026762
ISIC_0792325,0.015914
ISIC_0792492,0.100844
ISIC_0792564,0.016651
ISIC_0792986,0.016682
ISIC_0794617,0.042934
ISIC_0795653,0.093917
ISIC_0796707,0.016774
ISIC_0797113,0.039619
ISIC_0799427,0.017527
ISIC_0799785,0.015721
ISIC_0799979,0.029969
ISIC_0800693,0.017711
ISIC_0801740,0.017545
ISIC_0802693,0.025543
ISIC_0803310,0.013250
ISIC_0803341,0.030246
ISIC_0803636,0.017132
ISIC_0804023,0.023244
ISIC_0805392,0.014505
ISIC_0807283,0.016534
ISIC_0807404,0.025969
ISIC_0808861,0.034472
ISIC_0809377,0.015864
ISIC_0809747,0.016652
ISIC_0810336,0.141283
ISIC_0810894,0.090822
ISIC_0811323,0.016082
ISIC_0813138,0.037000
ISIC_0813352,0.016542
ISIC_0814613,0.015237
ISIC_0816087,0.022179
ISIC_0816173,0.017055
ISIC_0817883,0.015439
ISIC_0818301,0.020754
ISIC_0821277,0.016304
ISIC_0821445,0.031885
ISIC_0821598,0.018824
ISIC_0822581,0.024811
ISIC_0823047,0.016277
ISIC_0823591,0.014072
ISIC_0824050,0.015162
ISIC_0825029,0.027569
ISIC_0825725,0.025988
ISIC_0829859,0.022320
ISIC_0830589,0.014981
ISIC_0834674,0.025905
ISIC_0835778,0.028600
ISIC_0836745,0.020586
ISIC_0839044,0.038847
ISIC_0839368,0.055030
ISIC_0840535,0.017129
ISIC_0840661,0.014371
ISIC_0841028,0.076493
ISIC_0842398,0.015266
ISIC_0842798,0.041857
ISIC_0843175,0.014992
ISIC_0843626,0.014965
ISIC_0844546,0.013998
ISIC_0844930,0.014225
ISIC_0844952,0.078753
ISIC_0845696,0.023053
ISIC_0848406,0.015291
ISIC_0848986,0.015121
ISIC_0851144,0.019528
ISIC_0852759,0.042945
ISIC_0853184,0.022297
ISIC_0853566,0.032401
ISIC_0853893,0.021199
ISIC_0854582,0.024872
ISIC_0855262,0.017426
ISIC_0856987,0.015353
ISIC_0857436,0.022249
ISIC_0857443,0.029639
ISIC_0857595,0.021723
ISIC_0861327,0.017419
ISIC_0862505,0.016484
ISIC_0863212,0.037976
ISIC_0864741,0.014837
ISIC_0865303,0.017393
ISIC_0866123,0.017851
ISIC_0866838,0.016292
ISIC_0867509,0.188764
ISIC_0867683,0.039264
ISIC_0868513,0.015159
ISIC_0869415,0.017479
ISIC_0870455,0.200746
ISIC_0870529,0.014432
ISIC_0871473,0.013881
ISIC_0873174,0.209726
ISIC_0874437,0.030712
ISIC_0874522,0.012644
ISIC_0874582,0.016291
ISIC_0874773,0.046889
ISIC_0875072,0.018114
ISIC_0876617,0.033995
ISIC_0876689,0.043034
ISIC_0877438,0.015799
ISIC_0877919,0.018628
ISIC_0878952,0.026033
ISIC_0879061,0.062675
ISIC_0879986,0.048122
ISIC_0881100,0.016935
ISIC_0881645,0.022791
ISIC_0881966,0.022593
ISIC_0883924,0.013992
ISIC_0884023,0.027991
ISIC_0884538,0.017752
ISIC_0885369,0.014830
ISIC_0885617,0.048312
ISIC_0886447,0.014930
ISIC_0887532,0.014729
ISIC_0887743,0.018905
ISIC_0887966,0.015907
ISIC_0890305,0.014549
ISIC_0891059,0.023653
ISIC_0891718,0.016215
ISIC_0892179,0.078472
ISIC_0893984,0.017215
ISIC_0894308,0.027204
ISIC_0894646,0.017964
ISIC_0896427,0.081653
ISIC_0897639,0.014248
ISIC_0897958,0.025238
ISIC_0898069,0.019331
ISIC_0899393,0.015708
ISIC_0900251,0.024373
ISIC_0904702,0.013383
ISIC_0904866,0.013571
ISIC_0906558,0.017242
ISIC_0908698,0.017265
ISIC_0908910,0.082490
ISIC_0909069,0.049785
ISIC_0910022,0.020563
ISIC_0913137,0.064281
ISIC_0915083,0.017020
ISIC_0915125,0.019342
ISIC_0915404,0.048051
ISIC_0915906,0.015167
ISIC_0916159,0.022561
ISIC_0916649,0.013516
ISIC_0917619,0.037798
ISIC_0917843,0.042954
ISIC_0920023,0.022268
ISIC_0923085,0.061248
ISIC_0923805,0.019207
ISIC_0924293,0.020854
ISIC_0924421,0.013839
ISIC_0925021,0.275175
ISIC_0925309,0.023757
ISIC_0925595,0.029057
ISIC_0928578,0.019361
ISIC_0929007,0.013388
ISIC_0929505,0.026504
ISIC_0929834,0.043779
ISIC_0930476,0.043829
ISIC_0931223,0.019612
ISIC_0931237,0.093564
ISIC_0931921,0.035245
ISIC_0932157,0.013037
ISIC_0932935,0.030832
ISIC_0934095,0.015408
ISIC_0935275,0.022073
ISIC_0935315,0.017264
ISIC_0935644,0.019991
ISIC_0936377,0.593547
ISIC_0936437,0.014601
ISIC_0936718,0.015693
ISIC_0937409,0.081103
ISIC_0939822,0.017247
ISIC_0940257,0.025824
ISIC_0941443,0.015459
ISIC_0943849,0.032699
ISIC_0945202,0.103195
ISIC_0946365,0.015124
ISIC_0946870,0.016623
ISIC_0948167,0.046317
ISIC_0949276,0.011964
ISIC_0949297,0.041849
ISIC_0950488,0.061338
ISIC_0951638,0.017573
ISIC_0951713,0.018567
ISIC_0951865,0.023756
ISIC_0953153,0.020828
ISIC_0953256,0.018412
ISIC_0953764,0.017687
ISIC_0954001,0.014830
ISIC_0954003,0.030361
ISIC_0955375,0.018080
ISIC_0955990,0.019294
ISIC_0957317,0.023862
ISIC_0957556,0.018464
ISIC_0958029,0.019289
ISIC_0958136,0.021406
ISIC_0958433,0.026203
ISIC_0959042,0.019223
ISIC_0959864,0.021431
ISIC_0960354,0.079605
ISIC_0960568,0.018045
ISIC_0960806,0.014495
ISIC_0960859,0.017871
ISIC_0960920,0.017687
ISIC_0962274,0.016210
ISIC_0963642,0.010625
ISIC_0963700,0.038972
ISIC_0963827,0.014477
ISIC_0964240,0.018495
ISIC_0965703,0.154062
ISIC_0966701,0.025750
ISIC_0968444,0.036556
ISIC_0969096,0.028031
ISIC_0969318,0.019646
ISIC_0969723,0.095323
ISIC_0969858,0.014687
ISIC_0971824,0.048249
ISIC_0973496,0.014266
ISIC_0973792,0.024501
ISIC_0974607,0.013164
ISIC_0974656,0.013512
ISIC_0975302,0.015374
ISIC_0975751,0.016565
